"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/11/28","コスモ石油","-1334","ポケットカード","自動車","ガソリン","","0","JVf4UlyvhVbLixIxy-S1MIpZWIoqQwn03Nx6Xcxbk9Y"
"1","2024/11/28","マツヤ ズシ","-790","ポケットカード","未分類","未分類","","0","z_tcDrmEpve45HbQpfR5KvrQ9XkCiMNJhvcI4esBLc0"
"1","2024/11/28","ETC 深夜割引 八王子支社 (自調布 至高井戸 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","6YuB4lBRA9Sci4zZmQC8P23I9S_fOnRigEYAqZbkOJw"
"1","2024/11/28","ETC 関東支社 (自玉川 至保土ヶ谷 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","4Y4cFZYoPHv6iIEPbbQIlzEVG8NTiQgzA4_uHD7T0k4"
"1","2024/11/28","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","Wg4ERunUHA4wYAtXHMJSe2qPdF_v9VzNMga7csAqJ-U"
"1","2024/11/28","ETC 関東支社 (自狩場 至横須賀 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","7BTPdQjjgQZhx9lwvTMUOhuOsImmjOvVWaHW-FAD4JI"
"1","2024/11/28","松屋","-790","なし","食費","外食","","0","vauJZ00ZcNh2EWZve2ocYOYw90UUCj2pR2Ls1NGZnOY"
"1","2024/11/28","コスモ石油販売株式会社　上野毛ＳＳ","-1334","なし","自動車","ガソリン","","0","P9TDUHcGBZyBzi_3XM4Cnw0lFnlXz-tNMB2QOu9dGVM"
"1","2024/11/28","すき家　お客様窓口室","-1102","なし","食費","外食","","0","whV3mm4lW5KUok1NtN1lkIWmLRhLHktSsQprl-Je9nM"
"1","2024/11/28","lemon","-930","なし","食費","夜ご飯","","0","lyIj1R2GYDOC2RQh-OMWK3-9_mBuzy3BB9bX92q6j6A"
"1","2024/11/28","ビール","-390","なし","食費","食費","","0","TehcRA310e8wC20RX_T0OWvyZ6SOzo8uNid8ieCG7SQ"
"1","2024/11/27","ETC 東京支社 (自横浜青葉本 至東京 軽・二)","-510","三井住友カード (VpassID)","自動車","道路料金","","0","Kl3psxJH7v78P_ZZyVVd-rj41dv7cbvrB-_n1ceoygU"
"1","2024/11/27","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","SjHD7s73x4MbFaxGSVZI9uJtctx45j2zezPnTUqNiD0"
"1","2024/11/27","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","3YR1CE98GOqLhFapK1VZSyGBbZShe__PKUlth69DNWo"
"1","2024/11/27","ETC 関東支社 (自保土ヶ谷 至港北 軽・二)","-110","三井住友カード (VpassID)","自動車","道路料金","","0","s4lPyI8why1P2NkWs0n77vJNG-MFauD3lb4PcUMoALU"
"1","2024/11/27","ETC首都高 (自横浜港北 至首都横浜青 軽・二)","-350","三井住友カード (VpassID)","自動車","道路料金","","0","g0iQ6PPyOc5OVOzJWJXgu1WTmyHIlQ9R3BSTlRz5naY"
"1","2024/11/27","コウザフリカエ ペイペイ チヤ-ジ","-1000","横浜銀行","現金・カード","電子マネー","","0","OqBwOJZ2ZRlLdqxU-E1hCbw12zGTyew8pj_eK9rB9iY"
"1","2024/11/27","コウザフリカエ オリコ","-3400","横浜銀行","現金・カード","カード引き落とし","","0","LATzG-wyQUyfsdAPbf7eHLGm6JtXpvHposelCEIA9Vs"
"1","2024/11/27","コウザフリカエ ニホンガクセイシエンキ","-6599","横浜銀行","教養・教育","学費","","0","CK86WL2CTZ_3OT6i_1vrra3AHlzSlWowuGYorKW1KHw"
"1","2024/11/27","ゴヘンサイ","-12809","横浜銀行","住宅","ローン返済","","0","9xEZx7QX2Z18wwSbG6LNgAv2oD-spj9ZYJMC7sUXh2o"
"1","2024/11/26","ETC 関東支社 (自日野 至横須賀 軽・二)","-430","三井住友カード (VpassID)","自動車","道路料金","","0","1naBLeJMMZxjRL09LSO6ewuFtLdOIP4KWnP8i3FE4Y8"
"1","2024/11/26","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","Sz2UUYdrnxr0R3CHJ3KlP9GgRbGzy8V1-DIs3dXjwiw"
"0","2024/11/26","クレジツト ミツイスミトモカ-ド (カ","-13383","横浜銀行","現金・カード","カード引き落とし","","1","SclJZzXKliFoUW4L7oyFdFtD4RiJEKHvjBQY2vybTe8"
"1","2024/11/26","クレジツト ミツイスミトモカ-ド (カ","-22908","横浜銀行","現金・カード","カード引き落とし","","0","zkfFRSJmTdzvDjeAaddS7iFeWa-7YtWa6EyRiDKhh1s"
"1","2024/11/26","テスウリヨウ","-165","横浜銀行","その他","雑費","","0","QHsKCyjI-yQUOjwSInWvgyA8AhKwWAOEKeQqP9Wq4L4"
"1","2024/11/26","インタ-ネツト クドウ リク","-10000","横浜銀行","通信費","インターネット","","0","pXAY1TnQrxLOcQE_6wf8B3LYNO1fFDocsalF33Ag-0w"
"1","2024/11/26","","-595","なし","食費","食費","","0","gLmDy6pY0Xtn3KcAw8YKBCCzVKwVys3fduoPj-WRs3g"
"1","2024/11/25","AP/モバイルPASMOチャージ","-2000","ポケットカード","現金・カード","電子マネー","","0","Wonf5hXygeRAjaFvu2ITB48_y9CLvnlJvkvmj7FMEj0"
"1","2024/11/25","ゲートウエイスタジオドウゲンザカテン","-1320","ポケットカード","未分類","未分類","","0","Ht3RldI-XHBmH0QWTUcUN2jtzG8DrJS5wBc7XsSkGX0"
"1","2024/11/25","ジドウキ (824)","0","横浜銀行","現金・カード","ATM引き出し","","0","zisenLb53LEf9PQ0NzpIhELf9gKjIDi82BMPLK8ZprA"
"1","2024/11/25","キユウリヨウ カブシキガイシヤライフネクスト","251470","横浜銀行","収入","給与","","0","Gs7Z-e7-0RSd48b4-YKOMzZwkpaNp0Uas-xNWzcMLzc"
"1","2024/11/25","","-160","なし","食費","食料品","","0","aIMY5pX-Ab85Cxt0UWJf7Jwt858g37naR3BOq3Nzvvw"
"1","2024/11/24","AP/ライフ渋谷東店","-106","ポケットカード","日用品","日用品","","0","9UXoeOoYN_itS3Bnag5pi8I_d6n2iDOFWGFRY9zkfuE"
"1","2024/11/24","","-390","なし","食費","外食","","0","9yUNuEJltBcly0X_zs6olezn2wC6d23j4hh09xRGXbw"
"1","2024/11/24","山野楽器　武蔵小杉店","-1540","なし","趣味・娯楽","映画・音楽・ゲーム","","0","-Lz2UznE61UbzCnuYdl28AaS_5ZlCLdTviB-EZPOTK4"
"1","2024/11/23","コスモ石油","-1583","ポケットカード","自動車","ガソリン","","0","W4ajukeM0mJ201weUvoqP3OrUIxrDddrn4l2UOUazRQ"
"1","2024/11/23","APPLE COM BILL","-400","ポケットカード","通信費","その他通信費","","0","t17YO-BGo7DNCqpN4wQ-R7GsOiDTQIX6lQI2M31GUGg"
"1","2024/11/23","ETC 関東支社 (自狩場 至横須賀 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","bZUD-IjqUpUvle-9mRpBVHGKuWXD6CRj6jaI0oGENn8"
"1","2024/11/23","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","s4kaQF3OWw6V3iXcjuxsRItZk28gk1yWgAFypdPiFq8"
"1","2024/11/23","ETC 関東支社 (自保土ヶ谷 至京浜川崎 軽・二)","-270","三井住友カード (VpassID)","自動車","道路料金","","0","Jw34enEmi3z9pBLp7plkufwFkGKyyOxSxPkuF155urg"
"1","2024/11/23","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","_xQfC0qM4NtSbIZ5Ul2g1DNzk5pVYc1ow_1AutkAUro"
"1","2024/11/23","ファミリーマート 葉山町店","-292","なし","食費","食料品","","0","ksajFG7r59qT6LJMYl3522J2QUtXyKOKcAPnLWo6wlU"
"1","2024/11/22","ETC 関東支社 (自玉川 至保土ヶ谷 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","iySoEpwZOV5_35dlyD4L7hnxmpjPKJbONq7oemshDNA"
"1","2024/11/22","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","6029Dwv91aGZrhwrkXhfGla1HtdGEKbfMluVeH-2s3E"
"1","2024/11/22","ETC首都高 (自池尻 至用賀 軽・二)","-320","三井住友カード (VpassID)","自動車","道路料金","","0","6jkQZZ8N6hvkmcsKSkT-UXHwZXD0smupfVaBIJfj4hs"
"1","2024/11/22","ETC首都高 (自浜町 至天現寺 軽・二)","-410","三井住友カード (VpassID)","自動車","道路料金","","0","uuT8M5HKBUFTvHp9JgptMxtD1I8TMZgM0P8rl2hNiRg"
"1","2024/11/21","スターバックスコーヒー　アトレ亀戸店","-624","なし","食費","カフェ","","0","2Mc6-xQw8es5RqaC6RbJhjtiMvdCAt98ivAXgz2ha-o"
"1","2024/11/21","","-1540","なし","趣味・娯楽","映画・音楽・ゲーム","","0","ryhqJ6Y02mwwD-IbbHtQ_EuTWRMBpl-DuMkWFAQVOg4"
"1","2024/11/20","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","E7maQPEKtPlPr6OHH299tiXWRvDyMudx0HI9lCXx9fU"
"1","2024/11/20","","-580","なし","食費","カフェ","","0","QlmlJxfIcAsRC89-SJ4FKzcxovHdoLg6AYkXanvAdAQ"
"1","2024/11/20","セブンイレブン江東亀戸2丁目店","-558","なし","食費","食料品","","0","hTMoGAOS0mukXun4GAztJ1paUYLTnySbLJLNkgjn3L8"
"1","2024/11/20","","-440","なし","食費","カフェ","","0","hrzs0UfatdUo0oiW7lV-D7kCv5MdPtfdIGBlkdz2tvQ"
"1","2024/11/19","","-465","なし","食費","食料品","","0","hAdtrsWciyByTBnrhSzaKkvQRmwSzI1OrpjRXA9xAJw"
"1","2024/11/19","","-1050","なし","食費","夜ご飯","","0","168IiP8TAQF7JkreTS_Y4SBdBhJ4IzspijF86tXhshE"
"1","2024/11/18","AP/コカ・コーラ Cmode 自販機","-120","ポケットカード","食費","食料品","","0","O4TY3dmFfM9wAT7WdqM1uKd2970xh4NiwkSJZLyAPn8"
"1","2024/11/18","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","nqlV8tqdKAE9lYNO5J62_4GupPkmOjhTaOt150dVkzw"
"1","2024/11/18","ETC 関東支社 (自保土ヶ谷 至玉川 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","78KaCmXALhGoogL2lsWvsvqKcsNn5sOLJfx20RcCp6o"
"1","2024/11/18","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","tuvTwvtQIBBQ1BVIJHiuBrwwI_D0YFXDzmIyWF3BSWY"
"1","2024/11/18","ファミリーマート 葉山町店","-593","なし","食費","食料品","","0","VDCw7idBvQSQ1HArdMPg1ubx_o4ixmUnPYsQoGqL5c8"
"1","2024/11/17","AP/AIRBNB * INC","-2000","ポケットカード","未分類","未分類","","0","MozsnBNvG9IOg1zNVGbvExH2MyoTVRcnlaYT5iPdPOA"
"1","2024/11/17","コウザフリカエ ペイペイ チヤ-ジ","-1500","横浜銀行","現金・カード","電子マネー","","0","CPB5yugr_rpQEjlE0Z-ZuHC00dLodluQ_WUP1jUWbSM"
"1","2024/11/17","コウザフリカエ ペイペイ チヤ-ジ","-2000","横浜銀行","現金・カード","電子マネー","","0","Jckzch6Oz7dn8--PbJjv9oIsQyDWW7YDKA7Au6ccNGk"
"1","2024/11/17","ファミリーマート 葉山町店","-184","なし","食費","食料品","","0","H_M6JIo95CRx2BkSc331QhbGA8l0p55ka0sJdsVV7Ok"
"1","2024/11/16","アポロステーシヨン","-1695","ポケットカード","未分類","未分類","","0","W_bDspzo6Ybk6127sT2F0_LepcqwM4RLdKTUpqNDOLA"
"1","2024/11/16","","-1695","なし","自動車","ガソリン","","0","OTIuFroD0fpiw8EvamIwXQoBOx9lf9SIk_VGq0uf4sI"
"1","2024/11/16","","-260","なし","自動車","道路料金","","0","SDz1I6sT1D3nM_s58OMyP-fq96KhzYXEa6KBLV0DwGw"
"1","2024/11/15","ソフトバンクM(10月分)","-26736","三井住友カード (VpassID)","通信費","携帯電話","","0","68tiGEFRAcg6bu-XF5-Qv2oqXXoRqj6AG7XYQWjYVuc"
"1","2024/11/15","コウザフリカエ ペイペイ チヤ-ジ","-3000","横浜銀行","現金・カード","電子マネー","","0","h2VUrjabNpINBHf97-y-eTeqXm-MCTQYUfsi9BGLNN8"
"1","2024/11/15","ACサ-ビスセンタ-","20000","横浜銀行","未分類","未分類","","0","nh3hZatIPYSIz8EJFQC-DDbaYHF3z3DdpVCn06IjRuY"
"1","2024/11/14","AP/モバイルPASMOチャージ","-2000","ポケットカード","現金・カード","電子マネー","","0","lqdAnY00b6BmjGWHjDgmU3RIha7K9jcViKEMn4CT18g"
"1","2024/11/14","自遊空間 恵比寿店","-3110","ポケットカード","趣味・娯楽","その他趣味・娯楽","","0","vWbHtMME503oFE-RfGTaPE6R6l5mQlzije2P77oF0wQ"
"1","2024/11/14","ジドウキ (521)","0","横浜銀行","現金・カード","ATM引き出し","","0","fdqjjInHbkfpBcukvGcsGS8QYti4UhdpvyNVyVTXDbo"
"1","2024/11/14","","-120","なし","食費","外食","","0","o_yduhG1pApbeqPqLEcgn2q9bn9K2xBZlOv6C0_0OA4"
"1","2024/11/14","ネカフェ","-3110","なし","交際費","飲み会","","0","ijYKI4xhgqmFe8dW_9a_B-MV938F2T9bKg6W7s4y7uI"
"1","2024/11/13","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","ijU9CXhX2yFaSVgPbN43FIECHff_rNvfxCJJLjhA2X8"
"1","2024/11/13","すき家　お客様窓口室","-1037","なし","食費","外食","","0","_Xfvworf5Pm_YMf4gv-EQlmgxXpk1C7PUcUaMAL9VA4"
"1","2024/11/12","自遊空間 大塚店","-2300","ポケットカード","趣味・娯楽","その他趣味・娯楽","","0","0gPnMFV9MLpO1BjXhpQcFBkbU3pz9pB4LjiVxAsR00w"
"1","2024/11/12","歌広場 大塚店","-6555","ポケットカード","未分類","未分類","","0","ru783OFWALAYxa-hoxHmYvLS54gImMcU-KkysWDshEA"
"1","2024/11/12","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","N4SyCZaRFd2mszBccz4HjvLolTmDLPa0CYYBzE-zS5M"
"1","2024/11/12","歌広場大塚店","-2185","なし","趣味・娯楽","映画・音楽・ゲーム","","0","cJ4VA2yh5vuu0rttctOJLNpZjbDkK-2PudyKkOf7BSA"
"1","2024/11/12","","-2300","なし","趣味・娯楽","映画・音楽・ゲーム","","0","IDW0b2JPzC1QuPmNX9OsUsW1T776-S9wgIy6B0C0t7w"
"1","2024/11/12","","-292","なし","食費","食料品","","0","xdpph-j_kkjuLjTRlCmhG4j_IO4i1OBW-8E7uzvbryw"
"1","2024/11/12","","-530","なし","食費","カフェ","","0","qjPPSTJf-91U_vCsStanGhqGt06bqtD1fHHQCtuEjM0"
"1","2024/11/11","アクサダイレクト 自動車保険 月次","-2610","ポケットカード","保険","生命保険","","0","vnp2Agq1kmwPqfdw7r3svySjJLFtduP8j74Av_7vak8"
"1","2024/11/11","ETC 関東支社 (自逗子 至釜利谷 軽・二)","-410","三井住友カード (VpassID)","自動車","道路料金","","0","BM5BBiCG9FYnUssEweWzmON_uLi_r7z_RSPtMsJndII"
"1","2024/11/11","ETC首都高 (自横横金支接 至東池袋 軽・二)","-1590","三井住友カード (VpassID)","自動車","道路料金","","0","4C06LkjFZNIjmI2qj8tb8_46VsSx_m3BadaubAiEaxs"
"1","2024/11/11","ファミリーマート 葉山町店","-296","なし","食費","食料品","","0","oPEnf30LwAX5FbqSqYwmCb5q29JuYN1zqnnSPr4TETA"
"1","2024/11/10","センダイエキコウナイテンポ","-1115","ポケットカード","未分類","未分類","","0","xNh9vYUoZ5ElvmaYynct7piecHjIyBCWvxBcN7C98QI"
"1","2024/11/10","コウザフリカエ ペイペイ チヤ-ジ","-2000","横浜銀行","現金・カード","電子マネー","","0","LCRhxn_SoFd7dF3RlOu5bT9uKCWNp2P4FPRcmAEBBo0"
"1","2024/11/10","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","ZCO5YMBRYQ18hsxGZajNKvkvcqVlGWzLEpkNT42yrCk"
"1","2024/11/10","","-1115","なし","交際費","プレゼント代","","0","-z3K-W1zzfuNbyWU6_ztVqhsMH73gtcStkbEQ8Wo9D4"
"1","2024/11/10","セブン‐イレブン　仙台中央３丁目店","-203","なし","食費","食料品","","0","anJzh5pQIKPOfVbjxKa5Z2_0cIu2AQ3mvKE3a3s4JGs"
"1","2024/11/10","セブン‐イレブン 仙台駅東口店","-127","なし","食費","食料品","","0","gsaIgKeGGGNzb9APUGWpwzD9IkpDtkq0oLGgWLnb514"
"1","2024/11/09","","-550","なし","食費","カフェ","","0","8bikhWhyzIA4VfR97ZkmYVGnI3rMTH0r29VhlXhq2qA"
"1","2024/11/08","コウザフリカエ ペイペイ チヤ-ジ","-2000","横浜銀行","現金・カード","電子マネー","","0","A4AGv4C9U0F79nWw40FjRiaVpvshV7ZQDSANHoriOfs"
"1","2024/11/08","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","arZr6DpTq9RYlho8cUa-_Xmw4XcCX3mgXbrFJLJNR6s"
"1","2024/11/08","テスウリヨウ","-330","横浜銀行","その他","雑費","","0","d3IkWdoJGu7Kvi_a04jpqHvm9ydC8DNaSCtSAgs-1o8"
"1","2024/11/08","インタ-ネツト ケツコンシキ ゴシユウギ カイヒ クドウリクサ","-30000","横浜銀行","通信費","インターネット","","0","CTXBrt9QJ6IQhQACWVzqfaQS6OkOszKHQoZISaWm1Ow"
"1","2024/11/08","","-224","なし","食費","食料品","","0","8xBIIqk6hNFSwbiVDFTIaKumb9Mo7GI3A5h3MBUR2ws"
"1","2024/11/07","ヨヤクトル","-4500","ポケットカード","交通費","交通費","","0","7vAap43-ThBZWZ3xmnvarhGjsD-14MPsC69fhfgoPYI"
"1","2024/11/07","ナイトライナー","-5950","ポケットカード","交通費","交通費","","0","VEO_W21eib5YmeUzVO2bOMGlNyEGQi_KkxDG7B8_bJ0"
"1","2024/11/07","テスウリヨウ (ユウチヨ)","-110","横浜銀行","その他","雑費","","0","CTUKY_37BgenPRUAGKza8HERR617GGiE-xBzFv2cagg"
"1","2024/11/07","ジドウキ (ユウチヨ)","0","横浜銀行","現金・カード","ATM引き出し","","0","2-wEKtDenXAjedyU5RQDYUEx2IH0HspfuX_Ur-gvG7U"
"1","2024/11/07","ファミリーマート 葉山町店","-296","なし","食費","食料品","","0","GijMIkOVCBhx6MUdYo-mm_sqeJbJay3LqhuzUTO8jVI"
"1","2024/11/07","すき家　","-834","なし","食費","外食","","0","SiG3Vf8WwUhVpDAobTzj8sj8bG_fjCKTc2YstvxRWrM"
"1","2024/11/06","アポロステーシヨン","-1556","ポケットカード","未分類","未分類","","0","EQMUFChYwfcp68SCeoLhtjtd_8fUdAnN0oMdRTM-7iM"
"1","2024/11/06","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","w8VM5V_h0hJWdYLTs9A8H9Zkq_qPiCZhS8uGCHX0MQc"
"1","2024/11/06","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","M0b_FF2wvJIMKEZcooKyrC9bVcp0gvX0t66yDsAUK2A"
"1","2024/11/06","ETC 関東支社 (自保土ヶ谷 至玉川 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","JKHZo82fEcfYm6fB9lhvCeIRyKbJXePUODYdegbl2BA"
"1","2024/11/06","コウザフリカエ SMBC(ACサ-ビス","-21000","横浜銀行","未分類","未分類","","0","y2idbc33O_NonVbFL-4Je1KchLqQyxvORT_H9hRhor8"
"1","2024/11/06","","-1050","なし","自動車","駐車場","","0","ML-_oSkFq6K_Q6GTA282fSthsfHnDpwxj1lQIpp9NBQ"
"1","2024/11/06","株式会社鈴美商事　セルフ等々力ＳＳ","-1556","なし","自動車","ガソリン","","0","kPNmqBsNeWJVRQa0_cqOU35wMljS5anrupUlYfVOV5g"
"1","2024/11/05","チヤ―ジスポツト","-430","三井住友カード (VpassID)","現金・カード","電子マネー","","0","ZkJS4hk0ebGFDa8FnNSiXVNCQpGGbN0MKdfMknirOn8"
"1","2024/11/05","BARTH/LINE EC","-1590","三井住友カード (VpassID)","未分類","未分類","","0","J1zOeGfWDlx9entAWD4Gjb-h5RQv9n4vEMeXmHc7IPI"
"1","2024/11/05","APPLE COM BILL","-400","三井住友カード (VpassID)","通信費","その他通信費","","0","4BmUCbzN5QllrGFGUbAibOhAF4FgxDSZF-idgNAEWks"
"1","2024/11/05","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","Ru5Kmi00feP53WtlPTvUUjpfzaR4mFHE6cfH-dJHvKs"
"1","2024/11/05","ETC 関東支社 (自狩場 至横須賀 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","rdFYGTbq-a5I4UcoqJOajQ1ultpmnrTAU_sShrOiUsI"
"1","2024/11/05","ETC 関東支社 (自保土ヶ谷 至港北 軽・二)","-110","三井住友カード (VpassID)","自動車","道路料金","","0","fqdFgX-4bRUGHejAYWWlVBPtDIVjeEF8pemG_iy_l40"
"1","2024/11/05","ETC 関東支社 (自逗子 至狩場 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","bny52kJaP754Z11ehbtv3PzofyGYIc_pKKVsR0VDM3k"
"1","2024/11/05","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","bcVh1u4uooz0aj9So6PmHBoqV59DOflrMrQyYIWhD5M"
"1","2024/11/05","ETC 関東支社 (自港北 至保土ヶ谷 軽・二)","-110","三井住友カード (VpassID)","自動車","道路料金","","0","0qumuO0rIIFz9l3_2JGCsJRlJHiBl8aGsT1pdxNovGo"
"1","2024/11/05","ジーユー/NFC","-2990","三井住友カード (VpassID)","衣服・美容","衣服","","0","N59W2DMk6ozB1iuQoIFIqg9KJk2PPDLjpx6iNG-zntQ"
"1","2024/11/05","ハマペイ","-3000","横浜銀行","未分類","未分類","","0","c7FxV_OXloYnmqudqw04Cya5Y9o4Br5APHVO338IzNM"
"1","2024/11/05","ファミリーマート 葉山町店","-158","なし","食費","食料品","","0","2hDHrQzYXIeH2xLpPNNOtarsQrpx_njrdXzXuKzf7wQ"
"1","2024/11/05","はんこ","-660","なし","特別な支出","その他特別な支出","","0","CwoFnqzcLbzHcgXUXuGn-1Qbz_DYJI4eSX3jpkOz32k"
"1","2024/11/05","すき家","-1037","なし","食費","外食","","0","LyYZoV5vaT2ztl9WQ4ggWKp4KfAH_2FmfbTi7Ws2wpw"
"1","2024/11/05","ジーユー　ららぽーと横浜店","-2990","なし","衣服・美容","衣服","","0","yv6nQUHUUXhPmHV2jU4rL825iw-uFSNgYZTs1o0Pii4"
"1","2024/11/05","住民票","-600","なし","住宅","その他住宅","","0","RRqfrzEffHhI-L4sPI_mfC3V40KerIPYbwrAwfGHZvI"
"1","2024/11/05","ナンバープレート","-530","なし","自動車","その他自動車","","0","zxfuHWidM5mFCFKV4EX99THVy18veDFOZmPNJe8q-jQ"
"1","2024/11/04","レンズオフ(株式会社パレンテ)","-2720","三井住友カード (VpassID)","日用品","日用品","","0","EfLQar2cJeX2qchVWuqFVoSkaPIzAgulTTv3xmj5tz4"
